,Player,Season,GP,W,Sv%,GAA,Age
492,Cam Talbot,20132014,21,12,0.941,1.64,26
493,Cam Talbot,20142015,36,21,0.926,2.21,27
494,Cam Talbot,20152016,56,21,0.917,2.55,28
495,Cam Talbot,20162017,73,42,0.919,2.39,29
496,Cam Talbot,20172018,67,31,0.908,3.02,30
497,Cam Talbot,20182019,35,11,0.892,3.4,31
498,Cam Talbot,20192020,26,12,0.919,2.63,32
499,Cam Talbot,20202021,33,19,0.915,2.63,33
500,Cam Ward,20052006,28,14,0.882,3.68,21
501,Cam Ward,20062007,60,30,0.897,2.93,22
502,Cam Ward,20072008,69,37,0.904,2.75,23
503,Cam Ward,20082009,68,39,0.916,2.44,24
504,Cam Ward,20092010,47,18,0.916,2.69,25
505,Cam Ward,20102011,74,37,0.923,2.56,26
506,Cam Ward,20112012,68,30,0.915,2.74,27
507,Cam Ward,20122013,17,9,0.908,2.84,28
508,Cam Ward,20132014,30,10,0.898,3.06,29
509,Cam Ward,20142015,51,22,0.91,2.4,30
510,Cam Ward,20152016,52,23,0.909,2.41,31
511,Cam Ward,20162017,61,26,0.905,2.69,32
512,Cam Ward,20172018,43,23,0.906,2.73,33
513,Cam Ward,20182019,33,16,0.897,3.67,34
514,Carey Price,20072008,41,24,0.92,2.56,20
515,Carey Price,20082009,52,23,0.905,2.83,21
516,Carey Price,20092010,41,13,0.912,2.77,22
517,Carey Price,20102011,72,38,0.923,2.35,23
518,Carey Price,20112012,65,26,0.916,2.43,24
519,Carey Price,20122013,39,21,0.905,2.59,25
520,Carey Price,20132014,59,34,0.927,2.32,26
521,Carey Price,20142015,66,44,0.933,1.96,27
522,Carey Price,20152016,12,10,0.934,2.06,28
523,Carey Price,20162017,62,37,0.923,2.23,29
524,Carey Price,20172018,49,16,0.9,3.11,30
525,Carey Price,20182019,66,35,0.918,2.49,31
526,Carey Price,20192020,58,27,0.909,2.79,32
527,Carey Price,20202021,25,12,0.901,2.64,33
528,Carl Wetzel,19641965,2,0,0.778,7.46,26
529,Carl Wetzel,19671968,5,1,0.869,4.02,29
530,Carter Hart,20182019,31,16,0.917,2.83,20
531,Carter Hart,20192020,43,24,0.914,2.42,21
532,Carter Hart,20202021,27,9,0.877,3.67,22
533,Carter Hutton,20122013,1,0,0.893,3.06,27
534,Carter Hutton,20132014,40,20,0.91,2.62,28
535,Carter Hutton,20142015,18,6,0.902,2.61,29
536,Carter Hutton,20152016,17,7,0.918,2.33,30
537,Carter Hutton,20162017,30,13,0.913,2.39,31
538,Carter Hutton,20172018,32,17,0.931,2.09,32
539,Carter Hutton,20182019,50,18,0.908,3.0,33
540,Carter Hutton,20192020,31,12,0.898,3.18,34
541,Carter Hutton,20202021,13,1,0.886,3.47,35
542,Casey DeSmith,20172018,14,6,0.921,2.4,26
543,Casey DeSmith,20182019,36,15,0.916,2.75,27
544,Casey DeSmith,20202021,20,11,0.912,2.54,29
545,Cayden Primeau,20192020,2,1,0.931,2.52,20
546,Cayden Primeau,20202021,4,1,0.849,4.16,21
547,Cedrick Desjardins,20102011,2,2,0.968,1.0,25
548,Cedrick Desjardins,20122013,3,0,0.89,3.0,27
549,Cedrick Desjardins,20132014,1,0,0.846,6.65,28
550,Cesare Maniago,19601961,7,4,0.928,2.43,21
551,Cesare Maniago,19621963,14,5,0.896,3.07,23
552,Cesare Maniago,19651966,28,9,0.894,3.5,26
553,Cesare Maniago,19661967,6,0,0.864,3.84,27
554,Cesare Maniago,19671968,52,22,0.912,2.77,28
555,Cesare Maniago,19681969,64,18,0.905,3.29,29
556,Cesare Maniago,19691970,50,9,0.908,3.39,30
557,Cesare Maniago,19701971,40,19,0.914,2.7,31
558,Cesare Maniago,19711972,43,20,0.92,2.65,32
559,Cesare Maniago,19721973,47,21,0.91,2.9,33
560,Cesare Maniago,19731974,40,12,0.898,3.48,34
561,Cesare Maniago,19741975,37,11,0.881,4.21,35
562,Cesare Maniago,19751976,47,13,0.901,3.36,36
563,Cesare Maniago,19761977,47,17,0.894,3.36,37
564,Cesare Maniago,19771978,46,10,0.87,4.03,38
565,Chad Erickson,19911992,2,1,0.836,4.5,21
566,Chad Johnson,20092010,5,1,0.919,2.35,23
567,Chad Johnson,20102011,1,0,0.818,6.0,24
568,Chad Johnson,20122013,4,2,0.954,1.22,26
569,Chad Johnson,20132014,27,17,0.925,2.1,27
570,Chad Johnson,20142015,19,8,0.889,3.08,28
571,Chad Johnson,20152016,45,22,0.92,2.36,29
572,Chad Johnson,20162017,36,18,0.91,2.59,30
573,Chad Johnson,20172018,36,10,0.891,3.55,31
574,Chad Johnson,20182019,19,2,0.879,3.63,32
575,Charlie Hodge,19541955,14,6,,2.2,21
576,Charlie Hodge,19571958,12,8,0.911,2.58,24
577,Charlie Hodge,19581959,2,1,0.88,3.0,25
578,Charlie Hodge,19591960,1,0,0.88,3.0,26
579,Charlie Hodge,19601961,30,18,0.916,2.47,27
580,Charlie Hodge,19631964,62,33,0.92,2.26,30
581,Charlie Hodge,19641965,53,26,0.905,2.6,31
582,Charlie Hodge,19651966,26,13,0.905,2.58,32
583,Charlie Hodge,19661967,37,14,0.909,2.57,33
584,Charlie Hodge,19671968,58,13,0.905,2.87,34
585,Charlie Hodge,19681969,14,3,0.877,3.7,35
586,Charlie Hodge,19691970,14,3,0.895,3.51,36
587,Charlie Hodge,19701971,35,15,0.893,3.42,37
588,Charlie Lindgren,20152016,1,1,0.929,2.0,22
589,Charlie Lindgren,20162017,2,2,0.949,1.48,23
590,Charlie Lindgren,20172018,14,4,0.908,3.03,24
591,Charlie Lindgren,20182019,1,1,0.898,4.62,25
592,Charlie Lindgren,20192020,6,2,0.888,3.33,26
593,Chris Beckford-Tseu,20072008,1,0,0.889,2.25,23
594,Chris Clifford,19841985,1,0,1.0,0.0,18
595,Chris Clifford,19881989,1,0,,0.0,22
596,Chris Driedger,20142015,1,0,1.0,0.0,20
597,Chris Driedger,20152016,1,0,1.0,0.0,21
598,Chris Driedger,20162017,1,0,0.733,6.0,22
599,Chris Driedger,20192020,12,7,0.938,2.05,25
600,Chris Driedger,20202021,23,14,0.927,2.07,26
601,Chris Holt,20052006,1,0,1.0,0.0,20
602,Chris Holt,20082009,1,0,1.0,0.0,23
603,Chris Mason,19981999,3,0,0.864,5.21,22
604,Chris Mason,20002001,1,0,0.9,2.05,24
605,Chris Mason,20032004,17,4,0.926,2.18,27
606,Chris Mason,20052006,23,12,0.913,2.54,29
607,Chris Mason,20062007,40,24,0.925,2.38,30
608,Chris Mason,20072008,51,18,0.898,2.9,31
609,Chris Mason,20082009,57,27,0.916,2.41,32
610,Chris Mason,20092010,61,30,0.913,2.53,33
611,Chris Mason,20102011,33,13,0.892,3.39,34
612,Chris Mason,20112012,20,8,0.898,2.59,35
613,Chris Mason,20122013,11,1,0.873,3.73,36
614,Chris Osgood,19931994,41,23,0.895,2.86,21
615,Chris Osgood,19941995,19,14,0.917,2.26,22
616,Chris Osgood,19951996,50,39,0.911,2.17,23
617,Chris Osgood,19961997,47,23,0.91,2.3,24
618,Chris Osgood,19971998,64,33,0.913,2.21,25
619,Chris Osgood,19981999,63,34,0.91,2.42,26
620,Chris Osgood,19992000,53,30,0.907,2.4,27
621,Chris Osgood,20002001,52,25,0.903,2.69,28
622,Chris Osgood,20012002,66,32,0.91,2.5,29
623,Chris Osgood,20022003,46,21,0.892,2.95,30
624,Chris Osgood,20032004,67,31,0.91,2.24,31
625,Chris Osgood,20052006,32,20,0.897,2.76,33
626,Chris Osgood,20062007,21,11,0.907,2.38,34
627,Chris Osgood,20072008,43,27,0.914,2.09,35
628,Chris Osgood,20082009,46,26,0.887,3.09,36
629,Chris Osgood,20092010,23,7,0.888,3.02,37
630,Chris Osgood,20102011,11,5,0.903,2.77,38
631,Chris Pusey,19851986,1,0,0.75,4.5,20
632,Chris Terreri,19861987,7,0,0.878,4.42,22
633,Chris Terreri,19881989,8,0,0.893,2.69,24
634,Chris Terreri,19891990,35,15,0.89,3.42,25
635,Chris Terreri,19901991,53,24,0.893,2.91,26
636,Chris Terreri,19911992,54,22,0.888,3.18,27
637,Chris Terreri,19921993,48,19,0.886,3.39,28
638,Chris Terreri,19931994,44,20,0.907,2.72,29
639,Chris Terreri,19941995,15,3,0.9,2.53,30
640,Chris Terreri,19951996,50,16,0.884,3.61,31
641,Chris Terreri,19961997,29,10,0.901,2.73,32
642,Chris Terreri,19971998,21,8,0.906,2.41,33
643,Chris Terreri,19981999,12,8,0.898,2.48,34
644,Chris Terreri,19992000,12,2,0.876,3.42,35
645,Chris Terreri,20002001,18,4,0.895,2.61,36
646,Chris Worthy,19681969,14,4,0.88,4.18,21
647,Chris Worthy,19691970,1,0,0.844,5.0,22
648,Chris Worthy,19701971,11,1,0.86,4.94,23
649,Christian Soucy,19931994,1,0,,0.0,23
650,Christopher Gibson,20152016,4,1,0.882,3.4,23
651,Christopher Gibson,20172018,8,2,0.908,3.65,25
652,Christopher Gibson,20182019,2,0,0.941,1.5,26
653,Christopher Gibson,20202021,2,1,0.875,2.66,28
654,Chuck Rayner,19501951,66,19,,2.82,30
655,Chuck Rayner,19511952,53,18,,2.94,31
656,Chuck Rayner,19521953,20,4,,2.9,32
657,Claude Cyr,19581959,1,0,0.857,3.0,19
658,Claude Evans,19541955,4,1,,3.6,21
659,Claude Evans,19571958,1,0,0.882,4.0,24
660,Claude Legris,19801981,3,0,0.882,3.79,24
661,Claude Legris,19811982,1,0,1.0,0.0,25
662,Claude Pronovost,19551956,1,1,1.0,0.0,20
663,Claude Pronovost,19581959,2,0,0.774,7.0,23
664,Cleon Daskalakis,19841985,8,1,0.83,4.97,22
665,Cleon Daskalakis,19851986,2,0,0.841,5.02,23
666,Cleon Daskalakis,19861987,2,2,0.863,4.34,24
667,Clint Malarchuk,19811982,2,0,0.788,7.0,20
668,Clint Malarchuk,19821983,15,8,0.863,4.74,21
669,Clint Malarchuk,19831984,22,10,0.865,3.97,22
670,Clint Malarchuk,19851986,46,26,0.895,3.21,24
671,Clint Malarchuk,19861987,54,18,0.884,3.4,25
672,Clint Malarchuk,19871988,54,24,0.885,3.16,26
673,Clint Malarchuk,19881989,49,19,0.88,3.36,27
674,Clint Malarchuk,19891990,29,14,0.903,3.35,28
675,Clint Malarchuk,19901991,37,12,0.891,3.35,29
676,Clint Malarchuk,19911992,29,10,0.887,3.73,30
677,Cody Rudkowsky,20022003,1,1,1.0,0.0,24
678,Collin Delia,20172018,2,1,0.889,3.96,23
679,Collin Delia,20182019,16,6,0.908,3.61,24
680,Collin Delia,20202021,6,1,0.902,3.59,26
681,Connor Hellebuyck,20152016,26,13,0.918,2.34,22
682,Connor Hellebuyck,20162017,56,26,0.907,2.89,23
683,Connor Hellebuyck,20172018,67,44,0.924,2.36,24
684,Connor Hellebuyck,20182019,63,34,0.913,2.9,25
685,Connor Hellebuyck,20192020,58,31,0.922,2.57,26
686,Connor Hellebuyck,20202021,45,24,0.916,2.58,27
687,Connor Knapp,20132014,2,0,0.875,3.14,23
688,Corey Crawford,20052006,2,0,0.878,3.47,21
689,Corey Crawford,20072008,5,1,0.929,2.14,23
690,Corey Crawford,20092010,1,0,0.914,3.04,25
691,Corey Crawford,20102011,57,33,0.917,2.3,26
692,Corey Crawford,20112012,57,30,0.903,2.72,27
693,Corey Crawford,20122013,30,19,0.926,1.94,28
694,Corey Crawford,20132014,59,32,0.917,2.26,29
695,Corey Crawford,20142015,57,32,0.924,2.27,30
696,Corey Crawford,20152016,58,35,0.924,2.37,31
697,Corey Crawford,20162017,55,32,0.918,2.55,32
698,Corey Crawford,20172018,28,16,0.929,2.27,33
699,Corey Crawford,20182019,39,14,0.908,2.93,34
700,Corey Crawford,20192020,40,16,0.917,2.77,35
701,Corey Hirsch,19921993,4,1,0.879,3.75,20
702,Corey Hirsch,19951996,41,17,0.903,2.93,23
703,Corey Hirsch,19961997,39,12,0.894,3.27,24
704,Corey Hirsch,19971998,1,0,0.853,6.05,25
705,Corey Hirsch,19981999,20,3,0.89,3.13,26
706,Corey Hirsch,20002001,1,1,1.0,0.0,28
707,Corey Hirsch,20022003,2,0,0.897,2.46,30
708,Corey Schwab,19951996,10,0,0.899,2.18,25
709,Corey Schwab,19961997,31,11,0.897,3.04,26
710,Corey Schwab,19971998,16,2,0.892,2.92,27
711,Corey Schwab,19981999,40,8,0.891,3.52,28
712,Corey Schwab,19992000,6,2,0.861,3.57,29
713,Corey Schwab,20012002,30,12,0.894,2.73,31
714,Corey Schwab,20022003,11,5,0.933,1.47,32
715,Corey Schwab,20032004,3,2,0.971,0.64,33
716,Corrado Micalef,19811982,18,4,0.843,4.68,20
717,Corrado Micalef,19821983,34,11,0.861,3.63,21
718,Corrado Micalef,19831984,14,5,0.854,3.89,22
719,Corrado Micalef,19841985,36,5,0.862,4.42,23
720,Corrado Micalef,19851986,11,1,0.848,5.54,24
721,Corrie D'alessio,19921993,1,0,1.0,0.0,23
722,Cory Schneider,20082009,8,2,0.877,3.38,22
723,Cory Schneider,20092010,2,0,0.915,3.81,23
724,Cory Schneider,20102011,25,16,0.929,2.23,24
725,Cory Schneider,20112012,33,20,0.937,1.96,25
726,Cory Schneider,20122013,30,17,0.927,2.11,26
727,Cory Schneider,20132014,45,16,0.921,1.97,27
728,Cory Schneider,20142015,69,26,0.925,2.26,28
729,Cory Schneider,20152016,58,27,0.924,2.15,29
730,Cory Schneider,20162017,60,20,0.908,2.82,30
731,Cory Schneider,20172018,40,17,0.907,2.93,31
732,Cory Schneider,20182019,26,6,0.903,3.06,32
733,Cory Schneider,20192020,13,3,0.887,3.53,33
734,Craig Anderson,20022003,6,0,0.856,4.0,21
735,Craig Anderson,20032004,21,6,0.905,2.84,22
736,Craig Anderson,20052006,29,6,0.886,3.32,24
737,Craig Anderson,20062007,5,1,0.931,2.21,25
738,Craig Anderson,20072008,17,8,0.935,2.25,26
739,Craig Anderson,20082009,31,15,0.924,2.71,27
740,Craig Anderson,20092010,71,38,0.917,2.63,28
741,Craig Anderson,20102011,51,24,0.913,2.83,29
742,Craig Anderson,20112012,63,33,0.914,2.83,30
743,Craig Anderson,20122013,24,12,0.941,1.69,31
744,Craig Anderson,20132014,53,25,0.911,3.0,32
745,Craig Anderson,20142015,35,14,0.923,2.49,33
746,Craig Anderson,20152016,60,31,0.916,2.78,34
747,Craig Anderson,20162017,40,25,0.926,2.28,35
748,Craig Anderson,20172018,58,23,0.898,3.32,36
749,Craig Anderson,20182019,50,17,0.903,3.51,37
750,Craig Anderson,20192020,34,11,0.902,3.25,38
751,Craig Anderson,20202021,4,2,0.915,2.13,39
752,Craig Billington,19851986,18,4,0.84,5.14,19
753,Craig Billington,19861987,22,4,0.844,4.82,20
754,Craig Billington,19881989,3,1,0.831,4.73,22
755,Craig Billington,19911992,26,13,0.892,3.04,25
756,Craig Billington,19921993,42,21,0.876,3.67,26
757,Craig Billington,19931994,63,11,0.859,4.59,27
758,Craig Billington,19941995,17,5,0.866,3.62,28
759,Craig Billington,19951996,27,10,0.867,3.44,29
760,Craig Billington,19961997,23,11,0.909,2.65,30
761,Craig Billington,19971998,23,8,0.923,2.32,31
762,Craig Billington,19981999,21,11,0.894,2.87,32
763,Craig Billington,19992000,13,3,0.91,2.75,33
764,Craig Billington,20002001,12,3,0.915,2.45,34
765,Craig Billington,20012002,17,4,0.878,3.04,35
766,Craig Billington,20022003,5,1,0.823,4.7,36
767,Cristobal Huet,20022003,12,4,0.913,2.33,27
768,Cristobal Huet,20032004,41,10,0.907,2.43,28
769,Cristobal Huet,20052006,36,18,0.929,2.2,30
770,Cristobal Huet,20062007,42,19,0.916,2.81,31
771,Cristobal Huet,20072008,52,32,0.92,2.32,32
772,Cristobal Huet,20082009,41,20,0.909,2.53,33
773,Cristobal Huet,20092010,48,26,0.895,2.5,34
774,Cristopher Nilstorp,20122013,5,1,0.897,3.09,28
775,Cristopher Nilstorp,20132014,1,0,0.824,4.56,29
776,Curt Ridley,19741975,2,1,0.833,5.19,23
777,Curt Ridley,19751976,9,6,0.916,2.28,24
778,Curt Ridley,19761977,37,8,0.871,3.88,25
779,Curt Ridley,19771978,40,9,0.868,4.07,26
780,Curt Ridley,19791980,13,2,0.87,4.0,28
781,Curt Ridley,19801981,3,1,0.836,5.8,29
782,Curtis Joseph,19891990,15,9,0.89,3.38,22
783,Curtis Joseph,19901991,30,16,0.898,3.12,23
784,Curtis Joseph,19911992,60,27,0.91,3.01,24
785,Curtis Joseph,19921993,68,29,0.911,3.02,25
786,Curtis Joseph,19931994,71,36,0.911,3.1,26
787,Curtis Joseph,19941995,36,20,0.902,2.79,27
788,Curtis Joseph,19951996,34,15,0.886,3.44,28
789,Curtis Joseph,19961997,72,32,0.907,2.93,29
790,Curtis Joseph,19971998,71,29,0.905,2.63,30
791,Curtis Joseph,19981999,67,35,0.91,2.56,31
792,Curtis Joseph,19992000,63,36,0.915,2.49,32
793,Curtis Joseph,20002001,68,33,0.915,2.39,33
794,Curtis Joseph,20012002,51,29,0.906,2.23,34
795,Curtis Joseph,20022003,61,34,0.912,2.49,35
796,Curtis Joseph,20032004,31,16,0.909,2.39,36
797,Curtis Joseph,20052006,60,32,0.902,2.91,38
798,Curtis Joseph,20062007,55,18,0.893,3.19,39
799,Curtis Joseph,20072008,9,3,0.906,2.55,40
800,Curtis Joseph,20082009,21,5,0.869,3.57,41
801,Curtis McElhinney,20072008,5,0,0.902,2.0,24
802,Curtis McElhinney,20082009,14,1,0.889,3.59,25
803,Curtis McElhinney,20092010,20,8,0.902,2.99,26
804,Curtis McElhinney,20102011,28,9,0.897,3.18,27
805,Curtis McElhinney,20112012,2,1,0.944,1.67,28
806,Curtis McElhinney,20132014,28,10,0.909,2.7,30
807,Curtis McElhinney,20142015,32,12,0.914,2.88,31
808,Curtis McElhinney,20152016,18,2,0.89,3.3,32
809,Curtis McElhinney,20162017,21,8,0.917,2.7,33
810,Curtis McElhinney,20172018,18,11,0.934,2.14,34
811,Curtis McElhinney,20182019,33,20,0.912,2.58,35
812,Curtis McElhinney,20192020,18,8,0.906,2.89,36
813,Curtis McElhinney,20202021,12,4,0.875,3.09,37
814,Curtis Sanford,20022003,8,5,0.912,1.96,23
815,Curtis Sanford,20052006,34,13,0.908,2.66,26
816,Curtis Sanford,20062007,31,8,0.888,3.18,27
817,Curtis Sanford,20072008,16,4,0.898,2.83,28
818,Curtis Sanford,20082009,19,7,0.906,2.59,29
819,Curtis Sanford,20112012,36,10,0.911,2.6,32
820,Damian Rhodes,19901991,1,1,0.962,1.0,21
821,Damian Rhodes,19931994,22,9,0.902,2.62,24
822,Damian Rhodes,19941995,13,6,0.916,2.69,25
823,Damian Rhodes,19951996,47,14,0.905,2.77,26
824,Damian Rhodes,19961997,50,14,0.89,2.72,27
825,Damian Rhodes,19971998,50,19,0.907,2.34,28
826,Damian Rhodes,19981999,45,22,0.905,2.44,29
827,Damian Rhodes,19992000,28,5,0.874,3.88,30
828,Damian Rhodes,20002001,38,7,0.897,3.36,31
829,Damian Rhodes,20012002,15,2,0.893,3.67,32
830,Dan Blackburn,20012002,31,12,0.898,3.28,18
831,Dan Blackburn,20022003,32,8,0.89,3.17,19
832,Dan Bouchard,19721973,34,9,0.907,3.09,22
833,Dan Bouchard,19731974,46,19,0.909,2.78,23
834,Dan Bouchard,19741975,40,20,0.914,2.78,24
835,Dan Bouchard,19751976,47,19,0.911,2.54,25
836,Dan Bouchard,19761977,42,17,0.877,3.51,26
837,Dan Bouchard,19771978,58,25,0.893,2.75,27
838,Dan Bouchard,19781979,64,32,0.889,3.33,28
839,Dan Bouchard,19791980,53,23,0.898,3.19,29
840,Dan Bouchard,19801981,43,23,0.892,3.44,30
841,Dan Bouchard,19811982,60,27,0.867,3.87,31
842,Dan Bouchard,19821983,50,20,0.875,4.01,32
843,Dan Bouchard,19831984,57,29,0.882,3.21,33
844,Dan Bouchard,19841985,30,12,0.879,3.45,34
845,Dan Bouchard,19851986,32,11,0.864,3.8,35
846,Dan Cloutier,19971998,12,4,0.907,2.5,21
847,Dan Cloutier,19981999,22,6,0.914,2.68,22
848,Dan Cloutier,19992000,52,9,0.885,3.49,23
849,Dan Cloutier,20002001,40,7,0.892,3.0,24
850,Dan Cloutier,20012002,62,31,0.901,2.43,25
851,Dan Cloutier,20022003,57,33,0.908,2.42,26
852,Dan Cloutier,20032004,60,33,0.914,2.27,27
853,Dan Cloutier,20052006,13,8,0.892,3.17,29
854,Dan Cloutier,20062007,24,6,0.86,3.98,30
855,Dan Cloutier,20072008,9,2,0.887,3.43,31
856,Dan Ellis,20032004,1,1,0.893,3.0,23
857,Dan Ellis,20072008,44,23,0.924,2.34,27
858,Dan Ellis,20082009,35,11,0.9,2.93,28
859,Dan Ellis,20092010,31,15,0.909,2.69,29
860,Dan Ellis,20102011,44,21,0.898,2.77,30
861,Dan Ellis,20112012,10,1,0.911,2.72,31
862,Dan Ellis,20122013,19,6,0.906,3.13,32
863,Dan Ellis,20132014,20,5,0.879,3.62,33
864,Dan Ellis,20142015,8,4,0.914,2.34,34
865,Dan Olesevich,19611962,1,0,0.895,4.12,24
866,Dan Vladar,20202021,5,2,0.886,3.4,23
867,Daniel Berthiaume,19861987,31,18,0.885,3.18,20
868,Daniel Berthiaume,19871988,56,22,0.882,3.52,21
869,Daniel Berthiaume,19881989,9,0,0.826,5.96,22
870,Daniel Berthiaume,19891990,29,11,0.87,3.69,23
871,Daniel Berthiaume,19901991,37,20,0.892,3.31,24
872,Daniel Berthiaume,19911992,27,8,0.875,3.79,25
873,Daniel Berthiaume,19921993,25,2,0.871,4.3,26
874,Daniel Berthiaume,19931994,1,0,0.0,184.62,27
875,Daniel Lacosta,20072008,1,0,1.0,0.0,21
876,Daniel Lacosta,20082009,3,2,0.95,1.54,22
877,Daniel Lorenz,19901991,2,0,0.861,3.75,21
878,Daniel Lorenz,19911992,2,0,0.833,5.02,22
879,Daniel Lorenz,19921993,4,1,0.872,3.82,23
880,Daniel Taylor,20072008,1,0,0.8,6.0,21
881,Daniel Taylor,20122013,2,1,0.912,3.0,26
882,Daniel Taylor,20172018,1,0,0.882,4.1,31
883,Dany Sabourin,20032004,4,0,0.848,3.56,23
884,Dany Sabourin,20052006,1,0,0.714,11.68,25
885,Dany Sabourin,20062007,9,2,0.906,2.63,26
886,Dany Sabourin,20072008,24,10,0.904,2.75,27
887,Dany Sabourin,20082009,19,6,0.898,2.85,28
888,Darcy Kuemper,20122013,6,1,0.916,2.08,22
889,Darcy Kuemper,20132014,26,12,0.915,2.43,23
890,Darcy Kuemper,20142015,31,14,0.905,2.6,24
891,Darcy Kuemper,20152016,21,6,0.915,2.43,25
892,Darcy Kuemper,20162017,18,8,0.902,3.13,26
893,Darcy Kuemper,20172018,29,12,0.92,2.52,27
894,Darcy Kuemper,20182019,55,27,0.925,2.33,28
895,Darcy Kuemper,20192020,29,16,0.928,2.22,29
896,Darcy Kuemper,20202021,27,10,0.907,2.56,30
897,Darcy Wakaluk,19881989,6,1,0.831,4.2,22
898,Darcy Wakaluk,19901991,16,4,0.881,3.33,24
899,Darcy Wakaluk,19911992,36,13,0.881,3.28,25
900,Darcy Wakaluk,19921993,29,10,0.879,3.65,26
901,Darcy Wakaluk,19931994,36,18,0.91,2.64,27
902,Darcy Wakaluk,19941995,15,4,0.883,3.18,28
903,Darcy Wakaluk,19951996,37,9,0.891,3.39,29
904,Darcy Wakaluk,19961997,16,8,0.899,2.99,30
905,Daren Puppa,19851986,7,3,0.886,3.15,20
906,Daren Puppa,19861987,3,0,0.835,4.24,21
907,Daren Puppa,19871988,17,8,0.87,4.19,22
908,Daren Puppa,19881989,37,17,0.889,3.37,23
909,Daren Puppa,19891990,56,31,0.903,2.89,24
910,Daren Puppa,19901991,38,15,0.885,3.38,25
911,Daren Puppa,19911992,33,11,0.878,3.89,26
912,Daren Puppa,19921993,32,17,0.898,3.23,27
913,Daren Puppa,19931994,63,22,0.899,2.71,28
914,Daren Puppa,19941995,36,14,0.905,2.68,29
915,Daren Puppa,19951996,57,29,0.918,2.46,30
916,Daren Puppa,19961997,6,1,0.907,2.59,31
917,Daren Puppa,19971998,26,5,0.9,2.72,32
918,Daren Puppa,19981999,13,5,0.906,2.87,33
919,Daren Puppa,19992000,5,1,0.853,4.58,34
920,Darrell May,19851986,3,1,0.849,4.26,23
921,Darrell May,19871988,3,0,0.83,6.04,25
922,Darren Eliot,19841985,32,11,0.852,4.42,23
923,Darren Eliot,19851986,27,5,0.848,4.92,24
924,Darren Eliot,19861987,24,8,0.85,4.43,25
925,Darren Eliot,19871988,3,0,0.839,5.52,26
926,Darren Eliot,19881989,2,0,0.837,6.26,27
927,Darren Jensen,19841985,1,0,0.767,7.0,24
928,Darren Jensen,19851986,29,15,0.883,3.69,25
929,Darren Pang,19841985,1,0,0.818,4.0,20
930,Darren Pang,19871988,45,17,0.891,3.84,23
931,Darren Pang,19881989,35,10,0.869,4.38,24
932,Darrin Madeley,19921993,2,0,0.773,6.66,24
933,Darrin Madeley,19931994,32,3,0.868,4.36,25
934,Darrin Madeley,19941995,5,1,0.898,3.53,26
935,Daryl Reaugh,19841985,1,0,0.857,5.04,19
936,Daryl Reaugh,19871988,6,1,0.877,4.79,22
937,Daryl Reaugh,19901991,20,7,0.889,3.15,25
938,Dave Dryden,19611962,1,0,0.885,4.55,20
939,Dave Dryden,19651966,11,3,0.899,3.04,24
940,Dave Dryden,19671968,27,9,0.9,3.27,26
941,Dave Dryden,19681969,30,12,0.905,3.21,27
942,Dave Dryden,19701971,10,3,0.903,3.23,29
943,Dave Dryden,19711972,20,3,0.886,3.98,30
944,Dave Dryden,19721973,37,14,0.908,2.65,31
945,Dave Dryden,19731974,53,23,0.894,2.98,32
946,Dave Dryden,19791980,14,2,0.849,4.29,38
947,Dave Gatherum,19531954,3,2,,1.0,21
948,Dave McLelland,19721973,2,1,0.857,5.0,20
949,Dave Parro,19801981,18,4,0.888,3.64,23
950,Dave Parro,19811982,52,16,0.874,4.21,24
951,Dave Parro,19821983,6,1,0.849,4.38,25
952,Dave Parro,19831984,1,0,,0.0,26
953,Dave Reece,19751976,14,7,0.877,3.32,27
954,Dave Tataryn,19761977,2,1,0.767,7.5,26
955,David Aebischer,20002001,26,12,0.903,2.24,22
956,David Aebischer,20012002,21,13,0.931,1.88,23
957,David Aebischer,20022003,22,7,0.916,2.43,24
958,David Aebischer,20032004,62,32,0.924,2.09,25
959,David Aebischer,20052006,50,29,0.899,3.09,27
960,David Aebischer,20062007,32,13,0.9,3.17,28
961,David Aebischer,20072008,1,0,0.909,3.0,29
962,David Ayres,20192020,1,1,0.8,4.18,42
963,David Gagnon,19901991,2,0,0.786,10.3,23
964,David Goverde,19911992,2,1,0.857,4.5,21
965,David Goverde,19921993,2,0,0.745,7.94,22
966,David Goverde,19931994,1,0,0.811,7.0,23
967,David Leneveu,20052006,15,3,0.886,3.24,22
968,David Leneveu,20062007,6,2,0.894,3.86,23
969,David Leneveu,20102011,1,0,0.833,6.0,27
970,David Littman,19901991,1,0,0.833,5.04,23
971,David Littman,19911992,1,0,0.862,4.0,24
972,David Littman,19921993,1,0,0.667,9.24,25
973,David Rittich,20162017,1,0,0.9,3.0,24
974,David Rittich,20172018,21,8,0.904,2.92,25
975,David Rittich,20182019,45,27,0.911,2.61,26
976,David Rittich,20192020,48,24,0.907,2.97,27
977,David Rittich,20202021,19,5,0.901,2.86,28
978,Denis DeJordy,19621963,5,2,0.927,2.49,24
979,Denis DeJordy,19631964,6,2,0.907,3.35,25
980,Denis DeJordy,19641965,30,15,0.917,2.53,26
981,Denis DeJordy,19661967,44,22,0.923,2.46,28
982,Denis DeJordy,19671968,50,21,0.911,2.71,29
983,Denis DeJordy,19681969,53,21,0.907,3.15,30
