,Player,Season,Team,S/C,GP,GS,W,L,T,OT,SA,Svs,GA,Sv%,GAA,TOI,SO,G,A,P,PIM,Birth Year,S/P,Nationality,Draft Round,HOF,Age
1678,Jaroslav Halak,20162017,NYI,L,28,26,12,9,--,5,885,810,75,0.915,2.8,1605:29,2,0,1,1,0,1985,--,SVK,9,N,31
955,Jaroslav Halak,20172018,NYI,L,54,49,20,26,--,6,"1,744","1,583",161,0.908,3.19,3024:03,1,0,0,0,4,1985,--,SVK,9,N,32
765,Jaroslav Halak,20182019,BOS,L,40,37,22,11,--,4,"1,158","1,068",90,0.922,2.34,2308:07,5,0,4,4,0,1985,--,SVK,9,N,33
1113,Jaroslav Halak,20192020,BOS,L,31,29,18,6,--,6,905,832,73,0.919,2.39,1833:22,3,0,2,2,0,1985,--,SVK,9,N,34
2030,Jaroslav Halak,20202021,BOS,L,19,17,9,6,--,4,482,436,46,0.905,2.53,1090:01,2,0,0,0,0,1985,--,SVK,9,N,35
2678,Jason Bacashihua,20052006,STL,L,19,17,4,10,--,1,515,463,52,0.899,3.23,966:04,0,0,1,1,0,1982,MI,USA,1,N,23
2861,Jason Bacashihua,20062007,STL,L,19,12,3,7,--,3,450,403,47,0.896,3.16,893:46,0,0,0,0,2,1982,MI,USA,1,N,24
3766,Jason Kasdorf,20152016,BUF,L,1,1,0,1,--,0,30,26,4,0.867,4.0,60:00,0,0,0,0,0,1992,MB,CAN,6,N,23
3532,Jason LaBarbera,20002001,NYR,L,1,0,0,0,0,--,2,2,0,1,0.0,9:43,0,0,0,0,0,1980,BC,CAN,3,N,20
3480,Jason LaBarbera,20032004,NYR,L,4,3,1,2,0,--,91,75,16,0.824,4.84,198:29,0,0,1,1,2,1980,BC,CAN,3,N,23
1810,Jason LaBarbera,20052006,LAK,L,29,21,11,9,--,2,688,619,69,0.9,2.89,1432:32,1,0,1,1,0,1980,BC,CAN,3,N,25
1213,Jason LaBarbera,20072008,LAK,L,45,42,17,23,--,2,"1,341","1,220",121,0.91,3.0,2420:42,1,0,0,0,2,1980,BC,CAN,3,N,27
2176,Jason LaBarbera,20082009,"LAK,VAN",L,28,24,8,10,--,6,674,607,67,0.901,2.78,1446:33,2,0,0,0,2,1980,BC,CAN,3,N,28
2128,Jason LaBarbera,20092010,PHX,L,17,13,8,5,--,1,459,426,33,0.928,2.13,927:53,0,0,0,0,0,1980,BC,CAN,3,N,29
2281,Jason LaBarbera,20102011,PHX,L,17,15,7,6,--,3,529,481,48,0.909,3.26,882:38,2,0,0,0,2,1980,BC,CAN,3,N,30
2818,Jason LaBarbera,20112012,PHX,L,19,14,3,9,--,3,486,443,43,0.912,2.54,1014:38,0,0,0,0,2,1980,BC,CAN,3,N,31
2633,Jason LaBarbera,20122013,PHX,L,15,10,4,6,--,2,418,386,32,0.923,2.64,725:55,0,0,0,0,0,1980,BC,CAN,3,N,32
3388,Jason LaBarbera,20132014,EDM,L,7,4,1,3,--,0,146,127,19,0.87,3.27,348:19,0,0,0,0,0,1980,BC,CAN,3,N,33
3013,Jason LaBarbera,20142015,ANA,L,5,2,2,0,--,1,99,90,9,0.909,2.6,207:28,0,0,0,0,0,1980,BC,CAN,3,N,34
4002,Jason Muzzatti,19931994,CGY,L,1,1,0,1,0,--,35,27,8,0.771,8.0,60:00,0,0,0,0,0,1970,ON,ITA,1,N,23
3523,Jason Muzzatti,19941995,CGY,L,1,0,0,0,0,--,8,8,0,1,0.0,9:43,0,0,0,0,0,1970,ON,ITA,1,N,24
2655,Jason Muzzatti,19951996,HFD,L,22,14,4,8,3,--,551,502,49,0.911,2.9,1012:38,1,0,0,0,33,1970,ON,ITA,1,N,25
2075,Jason Muzzatti,19961997,HFD,L,31,25,9,13,5,--,815,724,91,0.888,3.43,1590:39,0,0,1,1,18,1970,ON,ITA,1,N,26
3681,Jason Muzzatti,19971998,"NYR,SJS",L,7,4,0,3,2,--,169,150,19,0.888,3.36,339:37,0,0,0,0,10,1970,ON,ITA,1,N,27
2352,Jean Claude Bergeron,19901991,MTL,L,18,15,7,6,2,--,426,367,59,0.862,3.76,941:07,0,0,1,1,0,1968,QC,CAN,5,N,22
2230,Jean Claude Bergeron,19921993,TBL,L,21,19,8,10,1,--,574,503,71,0.876,3.66,1163:10,0,0,1,1,2,1968,QC,CAN,5,N,24
3290,Jean Claude Bergeron,19931994,TBL,L,3,3,1,1,1,--,69,62,7,0.899,3.13,134:08,0,0,0,0,0,1968,QC,CAN,5,N,25
2932,Jean Claude Bergeron,19941995,TBL,L,17,14,3,9,1,--,374,325,49,0.869,3.33,882:58,1,0,0,0,2,1968,QC,CAN,5,N,26
3170,Jean Claude Bergeron,19951996,TBL,L,12,7,2,6,2,--,250,208,42,0.832,4.23,595:03,0,0,0,0,0,1968,QC,CAN,5,N,27
3685,Jean Claude Bergeron,19961997,LAK,L,1,1,0,1,0,--,35,31,4,0.886,4.3,55:50,0,0,0,0,0,1968,QC,CAN,5,N,28
3953,Jean Levasseur,19791980,MNS,R,1,1,0,1,0,--,36,29,7,0.806,7.0,60:00,0,0,0,0,0,1949,QC,CAN,--,N,30
4073,Jean Marois,19531954,CHI,L,2,2,0,2,0,--,--,--,11,--,5.5,120:00,0,0,0,0,0,1924,QC,CAN,--,N,29
3306,Jean-Francois Damphousse,20012002,NJD,L,6,4,1,3,0,--,115,103,12,0.896,2.45,293:38,0,0,0,0,0,1979,QC,CAN,1,N,22
3775,Jean-Francois Labbe,19992000,NYR,L,1,1,0,1,0,--,22,19,3,0.864,3.0,60:00,0,0,0,0,0,1972,QC,CAN,--,N,27
3257,Jean-Francois Labbe,20012002,CBJ,L,3,2,1,1,0,--,68,62,6,0.912,3.07,117:12,0,0,0,0,0,1972,QC,CAN,--,N,29
3075,Jean-Francois Labbe,20022003,CBJ,L,11,5,2,4,0,--,233,206,27,0.884,3.59,451:04,0,0,0,0,2,1972,QC,CAN,--,N,30
4011,Jean-Guy Morissette,19631964,MTL,L,1,0,0,1,0,--,17,13,4,0.765,6.6,36:22,0,0,0,0,0,1937,QC,CAN,--,N,26
3907,Jean-Marc Pelletier,19981999,PHI,L,1,1,0,1,0,--,29,24,5,0.828,5.0,60:00,0,0,0,0,0,1978,GA,USA,2,N,20
3733,Jean-Marc Pelletier,20022003,"CAR,PHX",L,2,2,0,2,0,--,48,42,6,0.875,3.04,118:30,0,0,0,0,0,1978,GA,USA,2,N,24
3422,Jean-Marc Pelletier,20032004,PHX,L,4,2,1,1,0,--,84,72,12,0.857,4.12,174:54,0,0,0,0,0,1978,GA,USA,2,N,25
2663,Jean-Sebastien Aubin,19981999,PIT,R,17,11,4,3,6,--,304,276,28,0.908,2.22,756:15,2,0,0,0,0,1977,QC,CAN,3,N,21
705,Jean-Sebastien Aubin,19992000,PIT,R,51,48,23,21,3,--,"1,392","1,272",120,0.914,2.58,2788:50,2,0,1,1,2,1977,QC,CAN,3,N,22
988,Jean-Sebastien Aubin,20002001,PIT,R,36,35,20,14,1,--,973,866,107,0.89,3.13,2050:06,0,0,1,1,4,1977,QC,CAN,3,N,23
2909,Jean-Sebastien Aubin,20012002,PIT,R,21,18,3,12,1,--,537,472,65,0.879,3.56,1094:18,0,0,0,0,0,1977,QC,CAN,3,N,24
2407,Jean-Sebastien Aubin,20022003,PIT,R,21,20,6,13,0,--,589,530,59,0.9,3.13,1132:16,1,0,1,1,2,1977,QC,CAN,3,N,25
2287,Jean-Sebastien Aubin,20032004,PIT,R,22,17,7,9,0,--,574,521,53,0.908,2.98,1067:03,1,0,0,0,2,1977,QC,CAN,3,N,26
1994,Jean-Sebastien Aubin,20052006,TOR,R,11,11,9,0,--,2,330,305,25,0.924,2.21,677:24,1,0,0,0,0,1977,QC,CAN,3,N,28
2916,Jean-Sebastien Aubin,20062007,TOR,R,20,10,3,5,--,2,371,325,46,0.876,3.43,804:19,0,0,0,0,0,1977,QC,CAN,3,N,29
2572,Jean-Sebastien Aubin,20072008,LAK,R,19,12,5,6,--,1,385,341,44,0.886,3.19,827:42,0,0,0,0,0,1977,QC,CAN,3,N,30
3357,Jean-Sebastien Giguere,19961997,HFD,L,8,6,1,4,0,--,201,177,24,0.881,3.65,394:03,0,0,0,0,0,1977,QC,CAN,1,N,19
2416,Jean-Sebastien Giguere,19981999,CGY,L,15,14,6,7,1,--,447,401,46,0.897,3.21,860:27,0,0,1,1,4,1977,QC,CAN,1,N,21
3251,Jean-Sebastien Giguere,19992000,CGY,L,7,4,1,3,1,--,175,160,15,0.914,2.72,330:17,0,0,0,0,2,1977,QC,CAN,1,N,22
1788,Jean-Sebastien Giguere,20002001,ANA,L,34,33,11,17,5,--,976,889,87,0.911,2.57,2031:11,4,0,2,2,8,1977,QC,CAN,1,N,23
935,Jean-Sebastien Giguere,20012002,ANA,L,53,51,20,25,6,--,"1,384","1,273",111,0.92,2.13,3126:38,4,0,0,0,28,1977,QC,CAN,1,N,24
183,Jean-Sebastien Giguere,20022003,ANA,L,65,64,34,22,6,--,"1,820","1,675",145,0.92,2.3,3775:09,8,0,0,0,8,1977,QC,CAN,1,N,25
1208,Jean-Sebastien Giguere,20032004,ANA,L,55,52,17,31,6,--,"1,623","1,483",140,0.914,2.62,3210:27,3,0,2,2,4,1977,QC,CAN,1,N,26
353,Jean-Sebastien Giguere,20052006,ANA,L,60,58,30,15,--,11,"1,692","1,542",150,0.911,2.66,3381:25,2,0,0,0,20,1977,QC,CAN,1,N,28
129,Jean-Sebastien Giguere,20062007,ANA,L,56,53,36,10,--,8,"1,490","1,368",122,0.918,2.26,3244:38,4,0,2,2,0,1977,QC,CAN,1,N,29
145,Jean-Sebastien Giguere,20072008,ANA,L,58,57,35,17,--,6,"1,508","1,391",117,0.922,2.12,3310:19,4,0,0,0,4,1977,QC,CAN,1,N,30
1065,Jean-Sebastien Giguere,20082009,ANA,L,46,44,19,18,--,6,"1,274","1,147",127,0.9,3.1,2458:06,2,0,0,0,4,1977,QC,CAN,1,N,31
1898,Jean-Sebastien Giguere,20092010,"ANA,TOR",L,35,32,10,15,--,7,"1,031",935,96,0.907,2.85,2023:40,3,0,0,0,2,1977,QC,CAN,1,N,32
1811,Jean-Sebastien Giguere,20102011,TOR,L,33,26,11,11,--,4,777,699,78,0.9,2.87,1633:01,0,0,0,0,4,1977,QC,CAN,1,N,33
1382,Jean-Sebastien Giguere,20112012,COL,L,32,30,15,11,--,3,850,781,69,0.919,2.28,1819:34,2,0,0,0,2,1977,QC,CAN,1,N,34
2509,Jean-Sebastien Giguere,20122013,COL,L,18,14,5,4,--,4,469,426,43,0.908,2.84,907:50,0,0,0,0,4,1977,QC,CAN,1,N,35
1783,Jean-Sebastien Giguere,20132014,COL,L,22,19,11,6,--,1,608,555,53,0.913,2.62,1211:51,2,0,0,0,4,1977,QC,CAN,1,N,36
2674,Jeff Deslauriers,20082009,EDM,R,10,7,4,3,--,0,302,272,30,0.901,3.34,539:37,0,0,1,1,0,1984,QC,CAN,2,N,24
1322,Jeff Deslauriers,20092010,EDM,R,48,48,16,28,--,4,"1,529","1,377",152,0.901,3.26,2797:36,3,0,3,3,8,1984,QC,CAN,2,N,25
2842,Jeff Deslauriers,20112012,ANA,R,4,4,3,1,--,0,113,102,11,0.903,2.74,241:12,0,0,0,0,0,1984,QC,CAN,2,N,27
3543,Jeff Frazee,20122013,NJD,L,1,0,0,0,--,0,3,3,0,1,0.0,18:36,0,0,0,0,0,1987,MN,USA,2,N,25
2854,Jeff Glass,20172018,CHI,L,15,13,3,7,--,3,452,406,46,0.898,3.36,820:54,0,0,0,0,2,1985,AB,CAN,3,N,32
2726,Jeff Hackett,19881989,NYI,L,13,10,4,7,0,--,329,290,39,0.881,3.54,661:36,0,0,1,1,2,1968,ON,CAN,2,N,20
2583,Jeff Hackett,19901991,NYI,L,30,22,5,18,1,--,741,650,91,0.877,3.62,1507:45,0,0,0,0,4,1968,ON,CAN,2,N,22
1829,Jeff Hackett,19911992,SJS,L,42,40,11,27,1,--,"1,366","1,218",148,0.892,3.84,2314:17,0,0,2,2,8,1968,ON,CAN,2,N,23
3149,Jeff Hackett,19921993,SJS,L,36,35,2,30,1,--,"1,220","1,044",176,0.856,5.28,1999:31,0,0,1,1,4,1968,ON,CAN,2,N,24
3063,Jeff Hackett,19931994,CHI,L,22,14,2,12,3,--,566,504,62,0.89,3.43,1083:57,0,0,1,1,2,1968,ON,CAN,2,N,25
3253,Jeff Hackett,19941995,CHI,L,7,4,1,3,2,--,150,137,13,0.913,2.38,327:34,0,0,0,0,0,1968,ON,CAN,2,N,26
1120,Jeff Hackett,19951996,CHI,L,35,33,18,11,4,--,948,868,80,0.916,2.4,2000:27,4,0,1,1,8,1968,ON,CAN,2,N,27
1018,Jeff Hackett,19961997,CHI,L,41,41,19,18,4,--,"1,212","1,123",89,0.927,2.16,2472:51,2,0,1,1,6,1968,ON,CAN,2,N,28
860,Jeff Hackett,19971998,CHI,L,58,58,21,25,11,--,"1,520","1,394",126,0.917,2.2,3440:30,8,0,0,0,8,1968,ON,CAN,2,N,29
549,Jeff Hackett,19981999,"CHI,MTL",L,63,62,26,26,10,--,"1,616","1,466",150,0.907,2.49,3615:45,5,0,1,1,12,1968,ON,CAN,2,N,30
702,Jeff Hackett,19992000,MTL,L,56,56,23,25,7,--,"1,543","1,411",132,0.914,2.4,3300:45,3,0,0,0,4,1968,ON,CAN,2,N,31
2708,Jeff Hackett,20002001,MTL,L,19,17,4,10,2,--,477,423,54,0.887,3.25,998:16,0,0,1,1,0,1968,ON,CAN,2,N,32
2523,Jeff Hackett,20012002,MTL,L,15,13,5,5,2,--,395,357,38,0.904,3.18,716:40,0,0,0,0,2,1968,ON,CAN,2,N,33
1398,Jeff Hackett,20022003,"MTL,BOS",L,36,34,15,17,2,--,"1,106","1,008",98,0.911,2.86,2054:09,1,0,0,0,2,1968,ON,CAN,2,N,34
1904,Jeff Hackett,20032004,PHI,L,27,26,10,10,6,--,684,619,65,0.905,2.39,1630:07,3,0,0,0,0,1968,ON,CAN,2,N,35
3395,Jeff Reese,19871988,TOR,L,5,4,1,2,1,--,128,111,17,0.867,4.1,248:33,0,0,0,0,0,1966,ON,CAN,4,N,21
3140,Jeff Reese,19881989,TOR,L,10,7,2,6,1,--,285,245,40,0.86,4.94,486:06,0,0,0,0,4,1966,ON,CAN,4,N,22
2106,Jeff Reese,19891990,TOR,L,21,18,9,6,3,--,630,549,81,0.871,4.41,1101:14,0,0,1,1,10,1966,ON,CAN,4,N,23
2462,Jeff Reese,19901991,TOR,L,30,22,6,13,3,--,695,603,92,0.868,3.86,1429:51,1,0,1,1,0,1966,ON,CAN,4,N,24
2712,Jeff Reese,19911992,"TOR,CGY",L,20,14,4,7,3,--,500,443,57,0.886,3.42,1000:47,1,0,1,1,12,1966,ON,CAN,4,N,25
1524,Jeff Reese,19921993,CGY,L,26,21,14,4,1,--,629,559,70,0.889,3.2,1310:47,1,0,4,4,4,1966,ON,CAN,4,N,26
2551,Jeff Reese,19931994,"CGY,HFD",L,20,18,5,9,3,--,529,472,57,0.892,3.11,1098:57,1,0,1,1,0,1966,ON,CAN,4,N,27
3066,Jeff Reese,19941995,HFD,L,11,8,2,5,1,--,234,208,26,0.889,3.27,477:07,0,0,0,0,0,1966,ON,CAN,4,N,28
2068,Jeff Reese,19951996,"HFD,TBL",L,26,22,9,10,1,--,634,566,68,0.893,3.22,1268:35,1,0,0,0,0,1966,ON,CAN,4,N,29
3967,Jeff Reese,19961997,NJD,L,3,1,0,2,0,--,65,52,13,0.8,5.62,138:46,0,0,0,0,0,1966,ON,CAN,4,N,30
3452,Jeff Reese,19981999,TOR,L,2,1,1,1,0,--,51,43,8,0.843,4.51,106:27,0,0,0,0,0,1966,ON,CAN,4,N,32
1686,Jeff Zatkoff,20132014,PIT,L,20,18,12,6,--,2,582,531,51,0.912,2.61,1171:22,1,0,1,1,0,1987,MI,USA,3,N,26
3576,Jeff Zatkoff,20142015,PIT,L,1,0,0,1,--,0,17,16,1,0.941,1.63,36:45,0,0,0,0,0,1987,MI,USA,3,N,27
2646,Jeff Zatkoff,20152016,PIT,L,14,11,4,7,--,1,408,374,34,0.917,2.79,732:03,0,0,0,0,0,1987,MI,USA,3,N,28
3095,Jeff Zatkoff,20162017,LAK,L,13,8,2,7,--,1,223,196,27,0.879,2.94,550:24,0,0,0,0,0,1987,MI,USA,3,N,29
4025,Jeremy Duchesne,20092010,PHI,L,1,0,0,0,--,0,4,3,1,0.75,3.59,16:44,0,0,0,0,0,1986,MD,USA,4,N,23
3335,Jeremy Smith,20162017,COL,L,10,8,1,6,--,1,286,254,32,0.888,3.54,542:43,0,0,0,0,0,1989,MI,USA,2,N,27
2257,Jeremy Swayman,20202021,BOS,L,10,10,7,3,--,0,271,256,15,0.945,1.5,601:43,2,0,0,0,0,1998,AK,USA,4,N,22
4058,Jerome Mrazek,19751976,PHI,L,1,0,0,0,0,--,2,1,1,0.5,9.55,6:17,0,0,0,0,0,1951,SK,CAN,8,N,24
4067,Jerry Toppazzini,19601961,BOS,R,1,0,0,0,0,--,0,0,0,--,0.0,0:33,0,0,0,0,10,1931,ON,CAN,--,N,29
3665,Jhonas Enroth,20092010,BUF,L,1,1,0,1,--,0,37,33,4,0.892,4.12,58:18,0,0,0,0,0,1988,--,SWE,2,N,21
2020,Jhonas Enroth,20102011,BUF,L,14,13,9,2,--,2,377,342,35,0.907,2.73,769:24,1,0,0,0,0,1988,--,SWE,2,N,22
2137,Jhonas Enroth,20112012,BUF,L,26,22,8,11,--,4,756,693,63,0.917,2.7,1399:15,1,0,0,0,2,1988,--,SWE,2,N,23
2642,Jhonas Enroth,20122013,BUF,L,12,9,4,4,--,1,332,305,27,0.919,2.6,623:26,1,0,0,0,0,1988,--,SWE,2,N,24
2654,Jhonas Enroth,20132014,BUF,L,28,26,4,17,--,5,834,760,74,0.911,2.82,1574:14,0,0,0,0,0,1988,--,SWE,2,N,25
1148,Jhonas Enroth,20142015,"BUF,DAL",L,50,44,18,26,--,2,"1,504","1,359",145,0.904,3.07,2833:36,2,0,0,0,0,1988,--,SWE,2,N,26
2262,Jhonas Enroth,20152016,LAK,L,16,13,7,5,--,1,398,367,31,0.922,2.17,856:18,2,0,0,0,0,1988,--,SWE,2,N,27
3740,Jhonas Enroth,20162017,TOR,L,6,4,0,3,--,1,141,123,18,0.872,3.94,274:26,0,0,0,0,0,1988,--,SWE,2,N,28
1845,Jim Bedard,19771978,WSH,L,43,41,11,23,7,--,"1,254","1,102",152,0.879,3.67,2488:12,1,0,2,2,4,1956,ON,CAN,6,N,21
2471,Jim Bedard,19781979,WSH,L,30,28,6,17,6,--,918,792,126,0.863,4.36,1735:08,0,0,0,0,6,1956,ON,CAN,6,N,22
1129,Jim Carey,19941995,WSH,L,28,28,18,6,3,--,654,597,57,0.913,2.13,1603:39,4,0,0,0,0,1974,MA,USA,2,N,20
173,Jim Carey,19951996,WSH,L,71,70,35,24,9,--,"1,631","1,478",153,0.906,2.26,4069:11,9,0,1,1,6,1974,MA,USA,2,N,21
831,Jim Carey,19961997,"WSH,BOS",L,59,56,22,31,3,--,"1,480","1,311",169,0.886,3.08,3297:30,1,0,0,0,2,1974,MA,USA,2,N,22
2869,Jim Carey,19971998,BOS,L,10,7,3,2,1,--,225,201,24,0.893,2.9,496:08,2,0,0,0,0,1974,MA,USA,2,N,23
3475,Jim Carey,19981999,STL,L,4,3,1,2,0,--,76,63,13,0.829,3.87,201:30,0,0,0,0,0,1974,MA,USA,2,N,24
2234,Jim Corsi,19791980,EDM,L,26,20,8,14,3,--,659,576,83,0.874,3.66,1359:31,0,0,3,3,6,1954,QC,CAN,--,N,25
3456,Jim Craig,19791980,AFM,L,4,4,1,2,1,--,82,69,13,0.841,3.79,205:33,0,0,0,0,0,1957,ME,USA,4,N,22
2120,Jim Craig,19801981,BOS,L,23,21,9,7,6,--,562,484,78,0.861,3.68,1270:27,0,0,1,1,11,1957,ME,USA,4,N,23
3460,Jim Craig,19831984,MNS,L,3,2,1,1,0,--,56,47,9,0.839,4.92,109:49,0,0,0,0,0,1957,ME,USA,4,N,26
631,Jim Henry,19511952,BOS,L,70,70,25,29,16,--,--,--,173,--,2.47,4200:00,7,0,0,0,0,1920,MB,CAN,--,N,31
454,Jim Henry,19521953,BOS,L,70,70,28,29,13,--,--,--,170,--,2.43,4200:00,8,0,0,0,0,1920,MB,CAN,--,N,32
283,Jim Henry,19531954,BOS,L,70,70,32,28,10,--,--,--,178,--,2.54,4200:00,8,0,0,0,0,1920,MB,CAN,--,N,33
2256,Jim Henry,19541955,BOS,L,27,26,8,13,5,--,--,--,75,--,2.92,1541:43,1,0,0,0,0,1920,MB,CAN,--,N,34
2584,Jim Hrivnak,19891990,WSH,L,11,10,5,5,0,--,291,255,36,0.876,3.55,609:05,0,0,1,1,0,1968,QC,CAN,3,N,21
2718,Jim Hrivnak,19901991,WSH,L,9,8,4,2,1,--,226,200,26,0.885,3.61,431:53,0,0,0,0,0,1968,QC,CAN,3,N,22
2458,Jim Hrivnak,19911992,WSH,L,12,9,6,3,0,--,274,239,35,0.872,3.47,604:51,0,0,0,0,0,1968,QC,CAN,3,N,23
1451,Jim Hrivnak,19921993,"WSH,WIN",L,30,26,15,10,2,--,773,677,96,0.876,3.6,1600:37,0,0,3,3,0,1968,QC,CAN,3,N,24
2735,Jim Hrivnak,19931994,STL,L,23,13,4,10,0,--,563,494,69,0.877,4.27,969:58,0,0,1,1,2,1968,QC,CAN,3,N,25
2428,Jim McLeod,19711972,STL,L,16,15,6,6,4,--,399,355,44,0.89,3.01,878:11,0,0,1,1,0,1937,ON,CAN,--,N,34
3284,Jim Pettie,19761977,BOS,L,1,1,1,0,0,--,30,27,3,0.9,3.0,60:00,0,0,0,0,0,1953,ON,CAN,9,N,23
4004,Jim Pettie,19771978,BOS,L,1,1,0,1,0,--,26,20,6,0.769,6.0,60:00,0,0,0,0,6,1953,ON,CAN,9,N,24
2251,Jim Pettie,19781979,BOS,L,19,16,8,6,2,--,432,370,62,0.856,3.59,1036:40,1,0,0,0,17,1953,ON,CAN,9,N,25
2340,Jim Rutherford,19701971,DET,L,29,27,7,15,3,--,761,667,94,0.876,3.77,1494:30,1,0,0,0,0,1949,ON,CAN,1,N,21
1242,Jim Rutherford,19711972,PIT,L,40,39,17,15,5,--,"1,066",950,116,0.891,3.23,2156:18,1,0,0,0,16,1949,ON,CAN,1,N,22
945,Jim Rutherford,19721973,PIT,L,49,48,20,22,5,--,"1,460","1,331",129,0.912,2.92,2654:34,3,0,0,0,0,1949,ON,CAN,1,N,23
1346,Jim Rutherford,19731974,"PIT,DET",L,51,49,16,23,8,--,"1,466","1,298",168,0.885,3.54,2845:24,0,0,4,4,4,1949,ON,CAN,1,N,24
1001,Jim Rutherford,19741975,DET,L,59,58,20,29,10,--,"1,770","1,553",217,0.877,3.75,3474:56,2,0,4,4,4,1949,ON,CAN,1,N,25
1626,Jim Rutherford,19751976,DET,L,44,44,13,25,6,--,"1,379","1,221",158,0.885,3.6,2633:01,4,0,0,0,4,1949,ON,CAN,1,N,26
2345,Jim Rutherford,19761977,DET,L,48,46,7,34,6,--,"1,351","1,171",180,0.867,3.95,2735:53,0,0,1,1,2,1949,ON,CAN,1,N,27
999,Jim Rutherford,19771978,DET,L,43,41,20,17,4,--,"1,119",985,134,0.88,3.26,2465:59,1,0,2,2,2,1949,ON,CAN,1,N,28
1628,Jim Rutherford,19781979,DET,L,32,31,13,14,5,--,885,782,103,0.884,3.27,1890:17,1,0,2,2,4,1949,ON,CAN,1,N,29
2477,Jim Rutherford,19791980,DET,L,23,23,6,13,3,--,631,539,92,0.854,4.18,1321:16,1,0,0,0,24,1949,ON,CAN,1,N,30
2122,Jim Rutherford,19801981,"DET,TOR,LAK",L,31,29,9,16,4,--,932,798,134,0.856,4.62,1738:27,0,0,2,2,2,1949,ON,CAN,1,N,31
2964,Jim Rutherford,19811982,LAK,L,7,6,3,3,0,--,207,164,43,0.792,6.79,380:00,0,0,0,0,0,1949,ON,CAN,1,N,32
3927,Jim Rutherford,19821983,DET,L,1,1,0,1,0,--,39,32,7,0.821,7.0,60:00,0,0,0,0,0,1949,ON,CAN,1,N,33
3966,Jim Watt,19731974,STL,L,1,0,0,0,0,--,10,8,2,0.8,6.0,20:00,0,0,0,0,0,1950,MN,USA,--,N,23
3277,Jimmy Howard,20052006,DET,L,4,4,1,2,--,0,104,94,10,0.904,2.99,200:39,0,0,0,0,0,1984,NY,USA,2,N,21
3590,Jimmy Howard,20072008,DET,L,4,2,0,2,--,0,95,88,7,0.926,2.13,197:04,0,0,0,0,0,1984,NY,USA,2,N,23
3808,Jimmy Howard,20082009,DET,L,1,1,0,1,--,0,28,24,4,0.857,4.1,58:36,0,0,0,0,0,1984,NY,USA,2,N,24
95,Jimmy Howard,20092010,DET,L,63,61,37,15,--,10,"1,849","1,708",141,0.924,2.26,3740:18,3,0,2,2,2,1984,NY,USA,2,N,25
113,Jimmy Howard,20102011,DET,L,63,63,37,17,--,5,"1,830","1,662",168,0.908,2.79,3615:18,2,0,1,1,4,1984,NY,USA,2,N,26
152,Jimmy Howard,20112012,DET,L,57,57,35,17,--,4,"1,496","1,377",119,0.92,2.12,3360:17,6,0,1,1,6,1984,NY,USA,2,N,27
851,Jimmy Howard,20122013,DET,L,42,42,21,13,--,7,"1,129","1,042",87,0.923,2.13,2445:44,5,0,1,1,0,1984,NY,USA,2,N,28
878,Jimmy Howard,20132014,DET,L,51,50,21,19,--,11,"1,482","1,349",133,0.91,2.66,3003:48,2,0,0,0,6,1984,NY,USA,2,N,29
709,Jimmy Howard,20142015,DET,L,53,50,23,13,--,11,"1,350","1,229",121,0.91,2.44,2970:39,2,0,1,1,2,1984,NY,USA,2,N,30
1492,Jimmy Howard,20152016,DET,L,37,33,14,14,--,5,979,887,92,0.906,2.8,1973:53,2,0,1,1,2,1984,NY,USA,2,N,31
1873,Jimmy Howard,20162017,DET,L,26,24,10,11,--,1,675,626,49,0.927,2.1,1396:43,1,0,0,0,2,1984,NY,USA,2,N,32
790,Jimmy Howard,20172018,DET,L,60,57,22,27,--,9,"1,770","1,610",160,0.91,2.85,3367:37,1,0,1,1,10,1984,NY,USA,2,N,33
714,Jimmy Howard,20182019,DET,L,55,52,23,22,--,5,"1,709","1,553",156,0.909,3.07,3052:43,0,0,1,1,2,1984,NY,USA,2,N,34
3081,Jimmy Howard,20192020,DET,L,27,27,2,23,--,2,817,721,96,0.882,4.2,1371:34,0,0,0,0,0,1984,NY,USA,2,N,35
3903,Jimmy Waite,19881989,CHI,L,11,7,0,7,1,--,251,208,43,0.829,5.22,494:18,0,0,0,0,0,1969,QC,CAN,1,N,19
3158,Jimmy Waite,19891990,CHI,L,4,3,2,0,0,--,92,78,14,0.848,4.6,182:30,0,0,0,0,0,1969,QC,CAN,1,N,20
3225,Jimmy Waite,19901991,CHI,L,1,1,1,0,0,--,28,26,2,0.929,2.0,60:00,0,0,0,0,0,1969,QC,CAN,1,N,21
2770,Jimmy Waite,19911992,CHI,L,17,11,4,7,4,--,347,293,54,0.844,3.69,876:53,0,0,1,1,0,1969,QC,CAN,1,N,22
2443,Jimmy Waite,19921993,CHI,L,20,14,6,7,1,--,411,362,49,0.881,2.95,995:42,2,0,0,0,0,1969,QC,CAN,1,N,23
2961,Jimmy Waite,19931994,SJS,L,15,11,3,7,0,--,319,269,50,0.843,4.3,696:56,0,0,0,0,6,1969,QC,CAN,1,N,24
3281,Jimmy Waite,19941995,CHI,L,2,2,1,1,0,--,51,46,5,0.902,2.53,118:38,0,0,0,0,0,1969,QC,CAN,1,N,25
3520,Jimmy Waite,19951996,CHI,L,1,0,0,0,0,--,8,8,0,1,0.0,31:24,0,0,0,0,0,1969,QC,CAN,1,N,26
